1513658264.000000, IBI
55.143149,0.531274
55.705675,0.562526
56.283826,0.578151
56.799475,0.515649
57.393252,0.593777
57.987029,0.593777
88.832191,0.453146
89.316588,0.484397
110.614438,0.421894
111.020707,0.406269
111.458227,0.437520
114.583370,0.437520
115.005264,0.421894
115.411533,0.406269
115.864679,0.453146
116.302199,0.437520
116.755344,0.453146
117.177239,0.421894
117.630384,0.453146
118.067904,0.437520
118.536676,0.468771
118.974196,0.437520
119.411716,0.437520
119.880487,0.468771
120.333633,0.453146
120.802405,0.468771
121.239925,0.437520
121.677445,0.437520
122.146216,0.468771
122.614988,0.468771
123.068133,0.453146
123.505653,0.437520
123.943173,0.437520
124.380693,0.437520
124.818213,0.437520
125.240108,0.421894
172.336014,0.453146
172.711031,0.375017
173.164176,0.453146
242.292341,0.437520
242.776738,0.484397
245.198724,0.484397
245.698746,0.500023
246.136266,0.437520
246.620664,0.484397
247.105061,0.484397
247.573832,0.468771
247.995727,0.421894
253.370973,0.500023
253.949124,0.578151
285.028672,0.421894
285.466192,0.437520
285.919338,0.453146
286.372483,0.453146
286.794378,0.421894
287.216272,0.421894
287.638166,0.421894
288.122563,0.484397
309.889185,0.656280
350.062899,0.468771
350.547296,0.484397
351.016067,0.468771
351.469213,0.453146
351.969236,0.500023
369.516914,0.468771
369.985686,0.468771
370.470083,0.484397
370.923229,0.453146
371.470129,0.546900
371.938900,0.468771
372.485800,0.546900
373.001449,0.515649
373.501472,0.500023
373.923366,0.421894
374.423389,0.500023
374.970289,0.546900
375.423434,0.453146
375.970335,0.546900
376.423480,0.453146
376.923503,0.500023
377.361023,0.437520
377.861046,0.500023
378.407946,0.546900
378.892343,0.484397
379.376740,0.484397
379.908015,0.531274
380.376786,0.468771
380.876809,0.500023
381.314329,0.437520
381.829978,0.515649
382.314375,0.484397
382.798772,0.484397
383.267544,0.468771
383.783192,0.515649
384.205086,0.421894
395.939999,0.531274
396.471273,0.531274
408.503074,0.484397
408.956219,0.453146
461.067980,0.515649
461.552377,0.484397
462.052400,0.500023
462.552423,0.500023
462.989943,0.437520
463.489966,0.500023
463.974363,0.484397
464.521263,0.546900
464.974409,0.453146
465.474432,0.500023
465.880700,0.406269
466.365097,0.484397
466.880746,0.515649
472.568506,0.453146
473.052903,0.484397
479.459447,0.406269
479.881341,0.421894
484.944073,0.437520
485.334716,0.390643
506.757571,0.453146
507.226343,0.468771
507.648237,0.421894
508.132634,0.484397
508.570154,0.437520
515.773609,0.500023
516.148626,0.375017
516.648649,0.500023
517.070543,0.421894
517.523689,0.453146
517.961209,0.437520
518.398729,0.437520
518.804998,0.406269
519.273769,0.468771
519.742541,0.468771
520.148809,0.406269
523.148947,0.390643
523.664595,0.515649
524.055238,0.390643
524.570887,0.515649
524.977155,0.406269
525.399050,0.421894
525.820944,0.421894
526.305341,0.484397
526.727235,0.421894
527.149130,0.421894
527.602275,0.453146
528.039795,0.437520
528.477315,0.437520
528.914835,0.437520
529.305478,0.390643
529.742998,0.437520
530.227396,0.484397
533.711930,0.437520
534.149450,0.437520
534.602596,0.453146
535.071367,0.468771
535.571390,0.500023
535.993284,0.421894
536.446430,0.453146
536.883950,0.437520
537.368347,0.484397
537.805867,0.437520
538.243387,0.437520
538.665282,0.421894
539.134053,0.468771
539.618450,0.484397
540.071596,0.453146
540.540368,0.468771
540.977888,0.437520
545.853111,0.453146
546.353134,0.500023
546.790654,0.437520
547.243799,0.453146
547.650068,0.406269
549.868920,0.437520
550.290814,0.421894
550.728334,0.437520
551.228357,0.500023
554.697266,0.406269
555.103534,0.406269
555.541054,0.437520
555.962949,0.421894
556.431720,0.468771
556.916117,0.484397
557.384889,0.468771
557.791157,0.406269
558.213052,0.421894
558.744326,0.531274
559.166220,0.421894
559.634992,0.468771
560.041260,0.406269
560.463155,0.421894
560.978803,0.515649
561.416323,0.437520
561.885095,0.468771
562.275738,0.390643
562.682006,0.406269
563.119526,0.437520
563.603923,0.484397
564.041443,0.437520
564.463338,0.421894
564.900858,0.437520
565.385255,0.484397
565.854026,0.468771
566.307172,0.453146
566.760318,0.453146
567.229089,0.468771
567.666609,0.437520
568.182258,0.515649
568.651029,0.468771
569.119801,0.468771
573.104358,0.421894
573.526253,0.421894
573.979398,0.453146
574.463795,0.484397
574.838813,0.375017
575.276333,0.437520
575.745104,0.468771
576.198250,0.453146
576.620144,0.421894
577.135793,0.515649
577.573313,0.437520
578.026459,0.453146
581.292233,0.484397
581.761004,0.468771
582.214150,0.453146
582.682922,0.468771
583.120442,0.437520
583.573587,0.453146
584.042359,0.468771
592.042725,0.453146
592.480245,0.437520
592.917765,0.437520
593.433414,0.515649
593.824057,0.390643
594.308454,0.484397
594.792851,0.484397
595.245997,0.453146
595.746020,0.500023
596.183540,0.437520
596.699188,0.515649
